name;moves;types;locations;hp;attack;defense
horsea;['razor-wind', 'headbutt', 'take-down', 'double-edge', 'leer', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'dragon-rage', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'smokescreen', 'focus-energy', 'bide', 'waterfall', 'swift', 'skull-bash', 'bubble', 'splash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'octazooka', 'icy-wind', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'dragon-pulse', 'flash-cannon', 'captivate', 'round', 'clear-smog', 'scald', 'confide', 'laser-focus', 'liquidation', 'scale-shot', 'flip-turn'];['water'];['sinnoh-sea-route-226-area', 'whirl-islands-1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'cerulean-city-area', 'vermilion-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-24-area', 'hoenn-route-132-area', 'hoenn-route-133-area', 'hoenn-route-134-area', 'ss-anne-area', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'five-island-area', 'p2-laboratory-area', 'unova-route-18-area', 'unova-route-17-area', 'ambrette-town-area', 'cyllage-city-area'];30;40;70
seadra;['headbutt', 'take-down', 'double-edge', 'leer', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'smokescreen', 'focus-energy', 'bide', 'waterfall', 'swift', 'skull-bash', 'bubble', 'rest', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'dragon-pulse', 'giga-impact', 'flash-cannon', 'captivate', 'round', 'clear-smog', 'scald', 'confide', 'laser-focus', 'liquidation', 'scale-shot', 'flip-turn'];['water'];['sinnoh-sea-route-226-area', 'whirl-islands-1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'seafoam-islands-b1f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'pallet-town-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'cerulean-cave-1f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'five-island-area', 'p2-laboratory-area', 'unova-route-18-area', 'unova-route-17-area', 'ambrette-town-area', 'cyllage-city-area'];55;65;95
goldeen;['swords-dance', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'haze', 'bide', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'signal-beam', 'muddy-water', 'bounce', 'mud-shot', 'water-sport', 'water-pulse', 'natural-gift', 'acupressure', 'aqua-ring', 'poison-jab', 'aqua-tail', 'captivate', 'soak', 'round', 'scald', 'drill-run', 'confide', 'throat-chop', 'smart-strike', 'scale-shot', 'flip-turn'];['water'];['sendoff-spring-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-214-area', 'sinnoh-route-229-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'union-cave-1f', 'union-cave-b1f', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'johto-route-42-area', 'mt-mortar-1f', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'dark-cave-violet-city-entrance', 'dark-cave-blackthorn-city-entrance', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'mt-silver-1f', 'mt-silver-top', 'unknown-all-rattata-area', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'celadon-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'tohjo-falls-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'vermilion-city-ss-anne-dock', 'petalburg-city-area', 'meteor-falls-area', 'meteor-falls-back', 'meteor-falls-b1f', 'meteor-falls-backsmall-room', 'hoenn-victory-road-b2f', 'hoenn-route-102-area', 'hoenn-route-111-area', 'hoenn-route-114-area', 'hoenn-route-117-area', 'hoenn-route-120-area', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-sw', 'hoenn-safari-zone-expansion-south', 'berry-forest-area', 'icefall-cave-entrance', 'cape-brink-area', 'ruin-valley-area', 'four-island-area', 'striaton-city-area', 'pinwheel-forest-inside', 'unova-route-3-area', 'unova-route-11-area', 'unova-route-14-area', 'abundant-shrine-area', 'lostlorn-forest-area', 'aspertia-city-area', 'unova-route-22-area', 'kalos-route-3-area', 'kalos-route-22-area', 'parfum-palace-area', 'johto-safari-zone-zone-swamp', 'johto-safari-zone-zone-rocky-beach'];45;67;60
seaking;['swords-dance', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'mud-shot', 'water-sport', 'water-pulse', 'natural-gift', 'aqua-ring', 'poison-jab', 'aqua-tail', 'giga-impact', 'captivate', 'soak', 'round', 'scald', 'drill-run', 'confide', 'throat-chop', 'smart-strike', 'scale-shot', 'flip-turn'];['water'];['sendoff-spring-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-214-area', 'sinnoh-route-229-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'union-cave-1f', 'union-cave-b1f', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'johto-route-42-area', 'mt-mortar-1f', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'dark-cave-violet-city-entrance', 'dark-cave-blackthorn-city-entrance', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'mt-silver-1f', 'mt-silver-top', 'cerulean-city-area', 'fuchsia-city-area', 'kanto-route-4-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-24-area', 'kanto-route-25-area', 'tohjo-falls-area', 'cerulean-cave-1f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-sw', 'berry-forest-area', 'striaton-city-area', 'pinwheel-forest-inside', 'unova-route-3-area', 'unova-route-11-area', 'unova-route-14-area', 'abundant-shrine-area', 'aspertia-city-area', 'unova-route-22-area', 'kalos-route-3-area', 'kalos-route-22-area', 'parfum-palace-area', 'johto-safari-zone-zone-swamp', 'johto-safari-zone-zone-rocky-beach'];80;92;65
staryu;['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'aurora-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'harden', 'minimize', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'bide', 'waterfall', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'hidden-power', 'twister', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'magic-coat', 'recycle', 'secret-power', 'dive', 'camouflage', 'cosmic-power', 'signal-beam', 'water-pulse', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'power-gem', 'flash-cannon', 'round', 'scald', 'reflect-type', 'confide', 'dazzling-gleam', 'flip-turn'];['water'];['canalave-city-area', 'sunyshore-city-area', 'cherrygrove-city-area', 'union-cave-b2f', 'johto-route-34-area', 'olivine-city-area', 'johto-sea-route-40-area', 'cianwood-city-area', 'johto-route-47-area', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'vermilion-city-area', 'pallet-town-area', 'kanto-sea-route-21-area', 'vermilion-city-ss-anne-dock', 'lilycove-city-area', 'ss-anne-area', 'icefall-cave-waterfall', 'one-island-area', 'five-island-area', 'unova-route-13-area', 'undella-town-area', 'humilau-city-area', 'kalos-route-8-area'];30;45;55
starmie;['headbutt', 'tackle', 'take-down', 'double-edge', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'harden', 'minimize', 'confuse-ray', 'light-screen', 'reflect', 'bide', 'waterfall', 'swift', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'hidden-power', 'twister', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'trick', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'dive', 'cosmic-power', 'signal-beam', 'water-pulse', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'power-gem', 'giga-impact', 'avalanche', 'psycho-cut', 'flash-cannon', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'round', 'ally-switch', 'scald', 'confide', 'dazzling-gleam', 'spotlight', 'expanding-force', 'meteor-beam', 'flip-turn'];['water', 'psychic'];['unova-route-13-area', 'undella-town-area', 'humilau-city-area', 'kalos-route-8-area'];60;75;85
mr-mime;['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'psybeam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'fake-out', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'teeter-dance', 'tickle', 'signal-beam', 'aerial-ace', 'iron-defense', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'copycat', 'power-swap', 'guard-swap', 'sucker-punch', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wide-guard', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'stored-power', 'quick-guard', 'ally-switch', 'misty-terrain', 'confide', 'mystical-fire', 'dazzling-gleam', 'infestation', 'power-up-punch', 'psychic-terrain', 'expanding-force'];['psychic', 'fairy'];['sinnoh-route-218-area', 'sinnoh-route-222-area', 'kanto-sea-route-21-area', 'reflection-cave-unknown-area-305', 'reflection-cave-unknown-area-306', 'reflection-cave-unknown-area-307', 'reflection-cave-unknown-area-308', 'johto-safari-zone-zone-forest'];40;45;65
scyther;['razor-wind', 'swords-dance', 'cut', 'wing-attack', 'headbutt', 'take-down', 'double-edge', 'leer', 'hyper-beam', 'counter', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'light-screen', 'focus-energy', 'bide', 'swift', 'skull-bash', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'brick-break', 'knock-off', 'secret-power', 'silver-wind', 'aerial-ace', 'roost', 'natural-gift', 'feint', 'tailwind', 'u-turn', 'assurance', 'night-slash', 'air-slash', 'x-scissor', 'bug-buzz', 'vacuum-wave', 'giga-impact', 'psycho-cut', 'defog', 'cross-poison', 'captivate', 'bug-bite', 'double-hit', 'ominous-wind', 'round', 'quick-guard', 'acrobatics', 'struggle-bug', 'confide', 'laser-focus', 'brutal-swing', 'dual-wingbeat'];['bug', 'flying'];['sinnoh-route-210-south-towards-solaceon-town', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-215-area', 'sinnoh-route-229-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kalos-route-21-area'];70;110;80
jynx;['pound', 'double-slap', 'mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'sing', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'lick', 'skull-bash', 'dream-eater', 'lovely-kiss', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'powder-snow', 'protect', 'sweet-kiss', 'mud-slap', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'dynamic-punch', 'encore', 'sweet-scent', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'secret-power', 'hyper-voice', 'fake-tears', 'signal-beam', 'icicle-spear', 'covet', 'calm-mind', 'water-pulse', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'wring-out', 'copycat', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'avalanche', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'frost-breath', 'heart-stamp', 'draining-kiss', 'confide', 'power-up-punch', 'psychic-terrain', 'aurora-veil', 'expanding-force', 'triple-axel'];['ice', 'psychic'];['snowpoint-temple-b1f', 'snowpoint-temple-b2f', 'snowpoint-temple-b3f', 'snowpoint-temple-b4f', 'snowpoint-temple-b5f', 'ice-path-1f', 'ice-path-b1f', 'ice-path-b2f', 'ice-path-b3f', 'seafoam-islands-b4f', 'giant-chasm-area', 'giant-chasm-forest-cave', 'frost-cavern-unknown-area-314', 'frost-cavern-unknown-area-315', 'frost-cavern-unknown-area-316', 'frost-cavern-unknown-area-317'];65;50;35
electabuzz;['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'quick-attack', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'charge', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'signal-beam', 'covet', 'shock-wave', 'natural-gift', 'fling', 'magnet-rise', 'focus-blast', 'giga-impact', 'rock-climb', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'low-sweep', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'dual-chop', 'confide', 'power-up-punch', 'rising-voltage'];['electric'];['sinnoh-route-222-area', 'kanto-route-10-area', 'power-plant-area'];65;83;57
magmar;['mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'ember', 'flamethrower', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'fire-spin', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'smokescreen', 'confuse-ray', 'focus-energy', 'bide', 'metronome', 'smog', 'fire-blast', 'skull-bash', 'psywave', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'overheat', 'covet', 'natural-gift', 'fling', 'power-swap', 'flare-blitz', 'focus-blast', 'giga-impact', 'rock-climb', 'lava-plume', 'captivate', 'flame-burst', 'flame-charge', 'low-sweep', 'round', 'clear-smog', 'incinerate', 'dual-chop', 'confide', 'power-up-punch', 'burning-jealousy', 'scorching-sands'];['fire'];['fuego-ironworks-area', 'burned-tower-b1f', 'mt-silver-1f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'mt-ember-area', 'johto-safari-zone-zone-peak'];65;95;57
pinsir;['vice-grip', 'guillotine', 'swords-dance', 'cut', 'bind', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'hyper-beam', 'submission', 'seismic-toss', 'strength', 'string-shot', 'earthquake', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'harden', 'focus-energy', 'bide', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'reversal', 'protect', 'feint-attack', 'outrage', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'vital-throw', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'iron-defense', 'bulk-up', 'natural-gift', 'feint', 'close-combat', 'fling', 'me-first', 'x-scissor', 'focus-blast', 'giga-impact', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'double-hit', 'smack-down', 'storm-throw', 'round', 'struggle-bug', 'bulldoze', 'confide', 'high-horsepower', 'throat-chop', 'brutal-swing'];['bug'];['sinnoh-route-229-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'hoenn-safari-zone-nwmach-bike-area', 'unova-route-12-area', 'lostlorn-forest-area', 'kalos-route-12-area'];65;125;100
tauros;['stomp', 'headbutt', 'horn-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'leer', 'flamethrower', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'zap-cannon', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'helping-hand', 'role-play', 'revenge', 'endeavor', 'secret-power', 'rock-tomb', 'shock-wave', 'water-pulse', 'natural-gift', 'close-combat', 'payback', 'assurance', 'giga-impact', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'round', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'confide', 'high-horsepower', 'throat-chop', 'smart-strike', 'stomping-tantrum', 'lash-out'];['normal'];['sinnoh-route-209-area', 'sinnoh-route-210-south-towards-solaceon-town', 'johto-route-38-area', 'johto-route-39-area', 'johto-route-48-area', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'kalos-route-12-area', 'johto-safari-zone-zone-savannah'];75;100;95
